phase,lag,n_on,n_off,n_total,p_on,H_uncond,H_cond,IG_bits,MI_bits,KL_on_bits,KL_off_bits,q90_shift,n_bins,underpowered,bestlag_phase,window_mode,gate_source,gate_percentile,gate_threshold,gate_train,block_len,n_null,bin_method,bins_min,bins_max,fixed_bins,test_window,target,underpowered_policy,two_sided,min_on,min_off,min_total,condition_file,condition_var,condition_values,w_bins
3,7,0,0,482,,3.8667464058964676,3.7703849745912548,,0.09636143130521266,,,,22,0,0,continuous_intensity,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,,,,5
3,8,0,0,482,,3.9000769382929725,3.793297316991465,,0.10677962130150817,,,,23,0,0,continuous_intensity,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,,,,5
3,9,0,0,482,,3.8652531716766743,3.6983400587999986,,0.16691311287667604,,,,22,0,0,continuous_intensity,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,,,,5
3,10,0,0,482,,3.8062029308507377,3.641812865318666,,0.1643900655320722,,,,21,0,0,continuous_intensity,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,,,,5
3,11,0,0,481,,3.93337863517238,3.819520637888655,,0.11385799728372532,,,,22,0,0,continuous_intensity,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,,,,5
3,12,0,0,480,,3.8504228066446022,3.714799099790448,,0.1356237068541537,,,,20,0,0,continuous_intensity,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,,,,5
3,13,0,0,479,,3.8822622958358903,3.7243234073430758,,0.15793888849281457,,,,20,0,0,continuous_intensity,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,,,,5
3,14,0,0,478,,3.9288804687915238,3.7468163802058365,,0.1820640885856864,,,,21,0,0,continuous_intensity,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,,,,5
3,15,0,0,477,,3.949615804489819,3.796113389139876,,0.15350241534994336,,,,22,0,0,continuous_intensity,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,,,,5
3,16,0,0,476,,3.926138209464555,3.760940552541117,,0.16519765692343794,,,,22,0,0,continuous_intensity,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,,,,5
3,17,0,0,475,,3.8261617735408384,3.6596038859147915,,0.16655788762604723,,,,20,0,0,continuous_intensity,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,,,,5
3,18,0,0,474,,3.778350840174396,3.6290148014667203,,0.1493360387076765,,,,18,0,0,continuous_intensity,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,,,,5
3,19,0,0,473,,3.7813340726309677,3.6235208687076836,,0.15781320392328355,,,,18,0,0,continuous_intensity,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,,,,5
3,20,0,0,472,,3.7305440209631504,3.6014165801112923,,0.12912744085185748,,,,17,0,0,continuous_intensity,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,,,,5
3,21,0,0,471,,3.844732360266402,3.714595458750545,,0.13013690151585605,,,,20,0,0,continuous_intensity,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,,,,5
3,22,0,0,471,,3.913356522286524,3.7725143210816174,,0.14084220120490712,,,,22,0,0,continuous_intensity,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,,,,5
3,23,0,0,471,,3.911653317791599,3.7758608045599837,,0.1357925132316165,,,,22,0,0,continuous_intensity,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,,,,5
3,24,0,0,471,,3.7782777173978177,3.610106863307877,,0.16817085408994162,,,,20,0,0,continuous_intensity,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,,,,5
3,25,0,0,470,,3.8576248429044058,3.690753518494359,,0.16687132441004665,,,,20,0,0,continuous_intensity,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,,,,5
3,26,0,0,469,,3.9879721504469545,3.8059227795672843,,0.18204937087966988,,,,22,0,0,continuous_intensity,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,,,,5
