phase,lag,n_on,n_off,n_total,p_on,H_uncond,H_cond,IG_bits,MI_bits,KL_on_bits,KL_off_bits,q90_shift,n_bins,underpowered,bestlag_phase,window_mode,gate_source,gate_percentile,gate_threshold,gate_train,block_len,n_null,bin_method,bins_min,bins_max,fixed_bins,test_window,target,underpowered_policy,two_sided,min_on,min_off,min_total,condition_file,condition_var,condition_values
2,27,35,391,426,0.08215962441314555,3.7150758701631035,3.6881038609281855,0.02697200923491787,,0.2465225123168762,0.003066009525117614,0.041918175720992615,17,0,0,binary_gate,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,,,
2,28,35,391,426,0.08215962441314555,3.7002980468003748,3.6751084255296136,0.025189621270761367,,0.2199496043923871,0.003549623146136328,-0.01522468142186452,19,0,0,binary_gate,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,,,
2,29,35,391,426,0.08215962441314555,3.6468700134147185,3.624396743135287,0.022473270279431412,,0.2021374600405568,0.0029103359750285757,-0.01522468142186452,17,0,0,binary_gate,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,,,
2,30,35,391,426,0.08215962441314555,3.6424229766574756,3.6245207001941853,0.01790227646329023,,0.16020676623812277,0.0022487825880586525,0.013346747149564048,18,0,0,binary_gate,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,,,
3,0,64,418,482,0.13278008298755187,3.6873778483925497,3.6139394717753,0.07343837661724906,,0.37741558493139843,0.021175628521132202,0.2264652489626556,19,0,0,binary_gate,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,,,
3,1,64,418,482,0.13278008298755187,3.8296087016346547,3.7494025727508444,0.08020612888380943,,0.42190848402773096,0.020796967954469565,0.2420902489626556,21,0,0,binary_gate,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,,,
3,2,64,418,482,0.13278008298755187,3.8065184353571566,3.7156819072328657,0.09083652812429005,,0.4910403638971859,0.021256164611849572,0.2108402489626556,21,0,1,binary_gate,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,,,
3,3,64,418,482,0.13278008298755187,3.7752014877828537,3.702074824825084,0.07312666295776983,,0.3954325878535899,0.01740087220475425,0.1952152489626556,20,0,0,binary_gate,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,,,
3,4,64,418,482,0.13278008298755187,3.757111625340874,3.7013293977432355,0.05578222759763868,,0.3175864986656898,0.010770265203482579,0.1639652489626556,19,0,0,binary_gate,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,,,
3,5,64,418,482,0.13278008298755187,3.8154023154488264,3.772322316956939,0.043079998491887816,,0.22668251916423146,0.011335637441062049,0.0858402489626556,20,0,0,binary_gate,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,,,
